Movie,IndiaNet,IndiaGross,Overseas,Worldwide,imdb_id,tmdb_id,imdb_rating,runtime,rating_count,budget,Verdict
Zamaana Deewana,4.67,6.49,0.49,6.98,tt115042,,6.434,158.0,50.0,6800000.0,Blockbuster
The Zoya Factor,3.12,3.71,3.25,6.96,tt8304386,604195.0,5.5,134.0,24.0,9100000.0,Blockbuster
Ek Chhotisi Love Story,4.84,6.72,0.24,6.96,tt331479,,5.728,60.0,50.0,3500000.0,Blockbuster
Welcome To New York,2.38,3.05,3.9,6.95,tt2758890,197696.0,5.153,125.0,131.0,9370000.0,Blockbuster
Bewafa Sanam,4.96,6.89,0.06,6.95,tt102835,,4.4,127.0,50.0,600000.0,Blockbuster
Tum Bin,4.43,6.15,0.76,6.91,tt290326,,6.6,164.0,50.0,175000000.0,Disaster
Hathkadi,4.87,6.76,0.13,6.89,tt11017776,,7.4,128.0,50.0,12312.5,Blockbuster
Shastra,4.8,6.67,0.14,6.81,tt36042784,1478910.0,6.605,136.0,50.0,13650000.0,Blockbuster
Black Friday,4.76,6.61,0.18,6.79,tt400234,,7.0,140.0,50.0,4500000.0,Blockbuster
Do Baaraa,5.35,6.37,0.4,6.77,tt14042066,796207.0,5.273,135.0,22.0,1700000.0,Blockbuster
Jai Vikraanta,4.81,6.68,0.06,6.74,tt343850,,5.395,140.0,50.0,9150000.0,Blockbuster
Khosla Ka Ghosla,4.59,6.38,0.32,6.7,tt466460,,6.684,97.0,50.0,1250000.0,Blockbuster
Jallaad,4.69,6.51,0.1,6.61,tt113455,,7.051,170.0,50.0,46000000.0,Average
Kyaa Dil Ne Kahaa,4.24,5.89,0.63,6.52,tt327005,,7.281,135.0,50.0,12500000.0,Blockbuster
The Killer,4.65,6.46,0.05,6.51,tt1136617,800158.0,6.576,118.0,2443.0,175000000.0,Disaster
Elaan,4.61,6.4,0.09,6.49,tt416712,,5.8,146.0,50.0,40000000.0,Hit
The Gentleman,4.6,6.39,0.09,6.48,tt1156394,,7.7,36.5,30.0,4100000.0,Blockbuster
Jurm,4.24,5.89,0.57,6.46,tt156659,,7.3,140.0,50.0,22000000.0,Super Hit
Parwana,4.35,6.04,0.42,6.46,tt67555,,7.191,126.0,50.0,18000000.0,Blockbuster
Being Cyrus,3.91,5.43,1.01,6.44,tt412308,,5.273,117.0,50.0,3577143.0,Blockbuster
Gunaah,4.49,6.24,0.19,6.43,tt331256,,6.0,93.0,50.0,75000000.0,Flop
Teesri Aankh - The Hidden Camera,4.16,5.78,0.62,6.4,tt779768,,4.631,146.0,50.0,7000000.0,Blockbuster
Vanvaas,4.56,5.43,0.94,6.37,tt29120307,1371030.0,7.0,160.0,5.0,3000000.0,Blockbuster
Blackmail,4.14,5.75,0.61,6.36,tt6972140,512098.0,6.8,138.0,94.0,55000000.0,Average
Khuddar,4.51,6.26,0.09,6.35,tt110254,,7.0,123.0,50.0,2710738.0,Blockbuster
Nehlle Pe Dehlla,3.29,4.57,1.76,6.33,tt476819,,6.5,131.0,50.0,1900000.0,Blockbuster
Rajaji,4.35,6.04,0.22,6.26,tt286910,,5.6,135.0,50.0,1400000.0,Blockbuster
Money Hai Toh Honey Hai,3.88,5.39,0.84,6.23,tt1126516,46408.0,4.2,142.0,5.0,1500000.0,Blockbuster
Pyaar Ishq Aur Mohabbat,3.32,4.61,1.6,6.21,tt285958,,7.1,124.0,50.0,19500000.0,Blockbuster
Prithvi,4.36,6.06,0.15,6.21,tt4561448,347332.0,8.0,134.0,4.0,10000000.0,Blockbuster
Zakhm,4.22,5.86,0.33,6.19,tt211126,,6.8,150.0,50.0,4800000.0,Blockbuster
Yeh Teraa Ghar Yeh Meraa Ghar,3.87,5.38,0.76,6.14,tt298606,,6.609,132.0,50.0,2800000.0,Blockbuster
Just Married,4.17,5.79,0.35,6.14,tt305711,,7.1,160.0,50.0,12000000.0,Blockbuster
Jhoot Bole Kauwa Kate,4.05,5.63,0.5,6.13,tt30255414,,6.3,154.0,50.0,85000000.0,Flop
Silsila Hai Pyar Ka,3.42,4.75,1.38,6.13,tt267928,,5.2,142.0,50.0,200000.0,Blockbuster
Ishq Vishk Rebound,4.59,5.46,0.67,6.13,tt20854856,1080808.0,4.0,106.0,1.0,4300000.0,Blockbuster
Prem Aggan,3.97,5.51,0.54,6.05,tt210920,,5.75,112.0,50.0,26000000.0,Super Hit
Badhaai Ho Badhaai,3.79,5.26,0.78,6.04,tt325041,,5.9,117.0,50.0,25000000.0,Super Hit
Daddy Cool,4.44,5.69,0.34,6.03,tt6194520,452188.0,5.9,97.0,206.0,9000000.0,Blockbuster
Koi Mere Dil Se Poochhe,3.8,5.28,0.73,6.01,tt306840,,6.1,125.0,50.0,55000000.0,Average
Sapnay,4.07,5.65,0.36,6.01,tt35509055,,6.434,123.0,50.0,3500000.0,Blockbuster
Achanak,4.07,5.65,0.33,5.98,tt286421,,4.0,167.0,50.0,1700000.0,Blockbuster
Maidan-E-Jung,4.22,5.86,0.06,5.92,tt267703,,5.0,146.0,50.0,3014770.0,Blockbuster
Prassthanam,4.75,5.65,0.21,5.86,tt8706884,621005.0,6.5,138.0,11.0,200000.0,Blockbuster
Footpath,4.15,5.76,0.09,5.85,tt374660,,4.3,148.0,50.0,9370000.0,Blockbuster
Hawaizaada,3.53,4.9,0.94,5.84,tt4338154,318106.0,5.5,157.0,15.0,3500000.0,Blockbuster
Himalay Putra,3.96,5.5,0.33,5.83,tt119295,,6.8,136.0,50.0,20000000.0,Super Hit
Saawan - The Love Season,3.47,4.82,1.01,5.83,tt470521,,6.216,108.0,50.0,6431385.0,Blockbuster
Zamane Se Kya Darna,4.06,5.64,0.16,5.8,tt339936,,7.466,141.0,50.0,13000000.0,Blockbuster
Takkar,4.09,5.68,0.1,5.78,tt9872558,657731.0,5.2,138.0,6.0,4000000.0,Blockbuster
English Babu Desi Mem,3.78,5.25,0.5,5.75,tt136153,,4.0,146.0,50.0,3014770.0,Blockbuster
Pinjar,3.43,4.76,0.93,5.69,tt347779,,6.4,132.0,50.0,7400000.0,Blockbuster
Kabhi Haan Kabhi Naa,3.88,5.39,0.28,5.67,tt110222,,8.4,114.0,50.0,12500000.0,Blockbuster
Chori Chori,3.15,4.38,1.26,5.64,tt49072,,6.833,192.0,50.0,2200000.0,Blockbuster
Kaun,3.95,5.49,0.13,5.62,tt195002,,7.3,123.0,50.0,46000000.0,Average
Eena Meena Deeka,3.93,5.46,0.16,5.62,tt5753428,,4.8,122.0,56.0,2850000.0,Blockbuster
Tejas,4.14,4.93,0.67,5.6,tt6950476,737370.0,4.5,112.0,9.0,3400000.0,Blockbuster
Krishna Cottage,3.99,5.54,0.05,5.59,tt408976,,6.8,163.0,50.0,16000000.0,Blockbuster
Iqbal,3.86,5.36,0.22,5.58,tt453729,,6.9,181.0,50.0,16440000.0,Blockbuster
Saajan Ka Ghar,3.76,5.22,0.25,5.47,tt173156,,5.2,155.0,50.0,30270000.0,Hit
Thakshak,3.65,5.07,0.39,5.46,tt215245,,7.946,109.0,50.0,8510000.0,Blockbuster
Baaghi,3.65,5.07,0.36,5.43,tt4864932,391629.0,6.4,134.0,135.0,5103000.0,Blockbuster
Surakshaa,3.82,5.31,0.1,5.41,tt343048,,6.833,136.0,50.0,19700000.0,Super Hit
Insaaf,3.71,5.15,0.25,5.4,tt36831568,1409196.0,7.4,149.0,50.0,4400000.0,Blockbuster
Bach Ke Rehna Re Baba,3.67,5.1,0.26,5.36,tt15709900,,6.9,128.0,50.0,2850000.0,Blockbuster
Hawa,3.76,5.22,0.14,5.36,tt10928202,925715.0,6.733,130.0,15.0,94606.0,Blockbuster
Raghuveer,3.78,5.25,0.03,5.28,tt26940601,,8.8,125.0,55.0,46000000.0,Average
Tejasvini,3.76,5.22,0.06,5.28,tt348187,,6.455,136.0,50.0,4000000.0,Blockbuster
Khandaani Shafakhana,3.83,4.56,0.71,5.27,tt10519182,618473.0,5.9,136.0,8.0,21918618.0,Super Hit
Phir Milenge,2.5,3.47,1.77,5.24,tt422950,,3.3,145.0,50.0,3000000.0,Blockbuster
Officer,3.71,5.15,0.09,5.24,tt34388152,1281091.0,6.786,134.0,21.0,175000000.0,Disaster
Policewala Gunda,3.74,5.19,0.03,5.22,tt114153,,5.8,126.0,50.0,17224200.0,Blockbuster
Sssshhh?,3.64,5.06,0.09,5.15,tt27252306,,6.27,119.0,209.0,2400000.0,Blockbuster
Janhit Mein Jaari,4.11,4.89,0.23,5.12,tt13534808,768466.0,5.917,146.0,12.0,8799651.0,Blockbuster
Dil Tera Diwana,3.58,4.97,0.11,5.08,tt250339,,6.351,156.0,50.0,1400000.0,Blockbuster
Judge Mujrim,3.58,4.97,0.11,5.08,tt339233,,6.012,117.0,50.0,13000000.0,Blockbuster
Cheetah,3.61,5.01,0.06,5.07,tt97053,,6.864,146.0,50.0,2400000.0,Blockbuster
Mumbai Xpress,3.5,4.86,0.18,5.04,tt439714,,6.2,138.0,50.0,3571000.0,Blockbuster
Mumbai Meri Jaan,3.54,4.92,0.12,5.04,tt1266583,16537.0,6.979,119.0,25.0,3300000.0,Blockbuster
Chandaal,3.58,4.97,0.04,5.01,tt4053580,571293.0,8.3,159.0,3.0,1200000.0,Blockbuster
Dulaara,3.51,4.88,0.09,4.97,tt121232,,4.564,140.0,50.0,4400000.0,Blockbuster
Tumsa Nahin Dekha,3.47,4.82,0.14,4.96,tt430702,,3.0,114.0,50.0,3250000.0,Blockbuster
Asambhav,3.13,4.35,0.59,4.94,tt368580,,6.8,114.0,50.0,51000000.0,Flop
Bas Itna Sa Khwaab Hai,2.73,3.79,1.09,4.88,tt283911,,6.9,157.0,50.0,572000.0,Blockbuster
Kya Love Story Hai,2.9,4.03,0.84,4.87,tt887753,,4.5,117.0,50.0,5103000.0,Blockbuster
Daava,3.36,4.67,0.18,4.85,tt289685,,5.2,123.0,50.0,2500000.0,Blockbuster
Madhoshi,3.07,4.26,0.59,4.85,tt430328,,6.121,190.0,50.0,3571000.0,Blockbuster
Raincoat,2.54,3.53,1.31,4.84,tt405266,,6.2,126.0,50.0,500.0,Blockbuster
Kartavya,3.35,4.65,0.16,4.81,tt359544,,4.6,122.0,50.0,2710738.0,Blockbuster
Gair,3.3,4.58,0.22,4.8,tt286640,,4.9,113.0,50.0,15000000.0,Blockbuster
Mr. Azaad,3.23,4.49,0.31,4.8,tt110584,,5.0,141.0,50.0,4500000.0,Blockbuster
Tera Mera Saath Rahen,3.04,4.22,0.57,4.79,tt301250,,7.024,131.0,50.0,2400000.0,Blockbuster
Taqdeerwala,3.43,4.76,0.03,4.79,tt114615,,7.022,109.0,50.0,13000000.0,Blockbuster
Taraazu,3.26,4.53,0.22,4.75,tt417299,,4.8,135.0,50.0,3014770.0,Blockbuster
Darling,2.91,4.04,0.68,4.72,tt22375054,1029281.0,6.968,98.0,659.0,4000000.0,Blockbuster
Chameli,3.2,4.44,0.27,4.71,tt383975,,8.0,167.0,50.0,28000000.0,Hit
Khwahish,3.34,4.64,0.05,4.69,tt349679,,7.8,171.0,50.0,700000.0,Blockbuster
Bardaasht,2.97,4.13,0.54,4.67,tt409724,,5.11,130.0,50.0,1250000.0,Blockbuster
Criminal,3.23,4.49,0.16,4.65,tt452046,,8.0,149.0,50.0,2200000.0,Blockbuster
Saaya,3.24,4.5,0.14,4.64,tt371922,,6.1,139.0,50.0,4600000.0,Blockbuster
Chura Liyaa Hai Tumne,3.1,4.31,0.28,4.59,tt345043,,4.9,144.0,50.0,16000000.0,Super Hit
Naach,3.16,4.39,0.18,4.57,tt31633021,,7.3,139.0,368.0,2756895.0,Blockbuster
Aag,3.22,4.47,0.06,4.53,tt338690,,7.6,110.0,50.0,6500000.0,Blockbuster
Sher-E-Hindustan,3.18,4.42,0.08,4.5,tt455199,,6.8,105.0,50.0,3600000.0,Blockbuster
Buddha Mar Gaya,2.95,4.1,0.4,4.5,tt1083447,46381.0,4.2,93.0,7.0,13000000.0,Blockbuster
Amaanat,3.09,4.29,0.19,4.48,tt109091,,6.2,150.0,50.0,1250000.0,Blockbuster
Imtihaan,3.09,4.29,0.19,4.48,tt121395,,7.587,106.0,50.0,12003848.0,Blockbuster
Zaalim,3.18,4.42,0.06,4.48,tt290940,,6.455,140.0,50.0,31000000.0,Average
Hum Ho Gaye Aapke,2.89,4.01,0.47,4.48,tt292552,,4.9,125.0,50.0,9000000.0,Blockbuster
Teesra Kaun,3.15,4.38,0.09,4.47,tt111384,,6.0,112.0,50.0,3250000.0,Blockbuster
Aa Gale Lag Jaa,3.19,4.43,0.03,4.46,tt177473,,5.4,137.0,50.0,12000000.0,Blockbuster
Ankhiyon Se Goli Maare,3.1,4.31,0.1,4.41,tt36454679,,4.6,144.0,50.0,20000000.0,Super Hit
Annarth,3.0,4.17,0.24,4.41,tt338721,,5.5,135.0,50.0,4300000.0,Blockbuster
Aastha: In The Prison Of Spring,3.16,4.39,15.61,4.39,tt229193,,7.6,141.0,50.0,19000000.0,Super Hit
Ahankaar,3.14,4.36,0.03,4.39,tt112309,,4.9,145.0,50.0,68000000.0,Disaster
Janta Ki Adalat,3.09,4.29,0.09,4.38,tt361764,,5.633,154.0,50.0,17500000.0,Super Hit
Mere Sapnon Ki Rani,2.92,4.06,0.29,4.35,tt5442820,,5.2,160.0,50.0,8799651.0,Blockbuster
Ab Ke Baras,3.09,4.29,0.05,4.34,tt321067,,5.1,135.0,50.0,1200000.0,Blockbuster
Mumbai Se Aaya Mera Dost,2.48,3.44,0.89,4.33,tt363833,,5.6,110.0,50.0,200000.0,Blockbuster
Return Of Jewel Thief,3.01,4.18,0.11,4.29,tt117470,,5.6,110.0,50.0,9000000.0,Blockbuster
The Don,3.05,4.24,0.03,4.27,tt8695030,535581.0,5.437,104.0,2696.0,11000000.0,Blockbuster
Hum Hain Bemisal,3.02,4.19,0.06,4.25,tt290213,,7.8,171.0,50.0,700000.0,Blockbuster
Betaaj Badshah,2.97,4.13,0.06,4.19,tt112485,,6.593,169.0,50.0,13000000.0,Blockbuster
Baaz,2.81,3.9,0.28,4.18,tt45529,,7.3,149.0,50.0,6001924.0,Blockbuster
Aakrosh,2.89,4.01,0.17,4.18,tt80322,,6.3,97.0,50.0,600000.0,Blockbuster
Qila,2.79,3.88,0.29,4.17,tt286907,,7.9,126.0,50.0,36320000.0,Average
Angaarey,2.83,3.93,0.21,4.14,tt376483,,9.4,156.0,50.0,12300000.0,Blockbuster
Dil Vil Pyar Vyar,2.37,3.29,0.83,4.12,tt335044,,6.3,167.0,50.0,2710738.0,Blockbuster
Yugpurush,2.73,3.79,0.33,4.12,tt4219894,315226.0,6.0,139.0,3.0,1700000.0,Blockbuster
Zulmi,2.74,3.81,0.26,4.07,tt282275,,7.0,146.0,50.0,30270000.0,Average
Betaabi,2.83,3.93,0.11,4.04,tt286503,,5.2,182.0,50.0,175000000.0,Disaster
Calcutta Mail,2.59,3.6,0.42,4.02,tt366276,,5.4,176.0,50.0,26000000.0,Hit
Bedardi,2.85,3.96,0.06,4.02,tt358992,,7.583,142.0,50.0,700000.0,Blockbuster
Yamraaj,2.84,3.94,0.04,3.98,tt287152,,5.6,107.0,50.0,13000000.0,Blockbuster
Salaami,2.8,3.89,0.03,3.92,tt403475,,6.367,124.0,50.0,20000000.0,Hit
Kaalia,2.73,3.79,0.07,3.86,tt82594,,5.516,138.0,50.0,1250000.0,Blockbuster
Ram Shastra,2.67,3.71,0.13,3.84,tt114232,,8.0,110.0,50.0,1700000.0,Blockbuster
Laawaris,2.6,3.61,0.22,3.83,tt82644,,6.1,110.0,50.0,15000000.0,Super Hit
Gaddaar,2.69,3.74,0.06,3.8,tt1077248,20129.0,6.9,141.0,62.0,1400000.0,Blockbuster
Doli Sajake Rakhna,2.36,3.28,0.5,3.78,tt207415,,7.459,174.0,50.0,9204790.0,Blockbuster
Bhai Bhai,2.69,3.74,0.04,3.78,tt374887,,5.8,150.0,50.0,4468754.0,Blockbuster
Dhaal,2.69,3.74,0.04,3.78,tt135393,,5.8,168.0,50.0,2413068.0,Blockbuster
Supari,2.66,3.69,0.09,3.78,tt362204,,6.806,117.0,50.0,4000000.0,Blockbuster
Dhaakad,2.58,3.07,0.7,3.77,tt10598156,712863.0,4.4,131.0,11.0,10922838.0,Blockbuster
Guddu,2.55,3.54,0.23,3.77,tt172519,,5.9,145.0,50.0,6629605.0,Blockbuster
Ek Tha Raja,2.66,3.69,0.07,3.76,tt338960,,7.2,130.0,50.0,31000000.0,Average
Dhokha - Round D Corner,2.75,3.27,0.49,3.76,tt10644708,1005581.0,5.028,108.0,18.0,21000000.0,Hit
Daadagiri,2.66,3.69,0.04,3.73,tt317301,,6.2,111.0,50.0,20000000.0,Hit
Kismat,2.63,3.65,0.06,3.71,tt391274,,5.0,136.0,50.0,51000000.0,Flop
I - Proud To Be An Indian,2.4,3.33,0.36,3.69,tt379818,,7.887,97.0,50.0,10000000.0,Blockbuster
Shera,2.62,3.64,0.04,3.68,tt2008631,499247.0,4.4,141.0,50.0,4571000.0,Blockbuster
Filhaal,1.91,2.65,1.02,3.67,tt307866,,4.1,163.0,50.0,4000000.0,Blockbuster
Aatank Hi Aatank,2.55,3.54,0.1,3.64,tt172089,,7.4,171.0,50.0,4587786.0,Blockbuster
Military Raaj,2.56,3.56,0.04,3.6,tt364519,,5.2,95.0,50.0,2710738.0,Blockbuster
Suraj,2.51,3.49,0.07,3.56,tt952685,,5.5,140.0,50.0,9000000.0,Blockbuster
Aar Ya Paar,2.45,3.4,0.11,3.51,tt22015488,,7.4,75.0,1271.0,2800000.0,Blockbuster
Zakhmi Sipahi,2.5,3.47,0.03,3.5,tt314938,,6.5,111.0,50.0,8391922.0,Blockbuster
Ekka Raja Rani,2.47,3.43,0.06,3.49,tt317699,,6.0,60.0,50.0,2500000.0,Blockbuster
Mili,2.24,2.67,0.82,3.49,tt73391,,2.8,123.0,50.0,24066000.0,Average
Gang,2.33,3.24,0.22,3.46,tt118900,,7.8,138.0,50.0,22000000.0,Hit
Jai Kishan,2.45,3.4,0.06,3.46,tt1051220,,7.1,1.0,64979.0,4300000.0,Blockbuster
Kranti Kshetra,2.36,3.28,0.06,3.34,tt205189,,6.1,146.0,50.0,12500000.0,Super Hit
Bheed,2.03,2.42,0.91,3.33,tt15680228,1081726.0,5.833,112.0,15.0,6400000.0,Blockbuster
Hum Se Badhkar Kaun: The Entertainer,2.3,3.19,0.08,3.27,tt286707,,5.621,130.0,50.0,7100000.0,Blockbuster
Ghaath,2.32,3.22,0.04,3.26,tt26332440,1075810.0,2.852,126.0,50.0,63000000.0,Disaster
Loha,2.3,3.19,0.04,3.23,tt359614,,5.8,164.0,50.0,2300000.0,Blockbuster
Mard,2.29,3.18,0.04,3.22,tt89552,,5.5,121.0,50.0,31000000.0,Average
Tathastu,1.94,2.69,0.53,3.22,tt444915,,7.0,141.0,50.0,12750000.0,Super Hit
Kabhi Na Kabhi,2.06,2.86,0.33,3.19,tt116737,,5.926,140.0,50.0,10000000.0,Blockbuster
Gunda Gardi,2.25,3.13,0.04,3.17,tt251107,,6.35,153.0,50.0,12300000.0,Super Hit
Chaand Ka Tukdaa,2.06,2.86,0.28,3.14,tt5546796,,6.1,125.0,50.0,17500000.0,Hit
Naaraaz,2.15,2.99,0.06,3.05,tt113933,,4.4,164.0,50.0,12500000.0,Super Hit
Shabaash Mithu,2.23,2.65,0.24,2.89,tt6265050,911154.0,6.143,155.0,14.0,500.0,Blockbuster
Motichoor Chaknachoor,2.07,2.46,0.36,2.82,tt9172840,643438.0,6.396,150.0,24.0,20000000.0,Average
Hero Hindustani,1.94,2.69,0.08,2.77,tt286683,,7.191,147.0,50.0,8000000.0,Blockbuster
Jodidar,1.94,2.69,0.04,2.73,tt13149708,,4.2,128.0,50.0,1300000.0,Blockbuster
Hitler,1.94,2.69,0.04,2.73,tt346293,,6.9,125.0,50.0,4400000.0,Blockbuster
Oh Darling Yeh Hai India,1.78,2.47,0.26,2.73,tt114031,,5.8,156.0,50.0,30069500.0,Flop
Hu Tu Tu,1.82,2.53,0.17,2.7,tt246687,,8.133,134.0,50.0,24000000.0,Average
Waah! Tera Kya Kehna,1.8,2.5,0.19,2.69,tt339878,,4.8,144.0,50.0,3700000.0,Blockbuster
Yaariyan 2,2.1,2.5,0.17,2.67,tt22743064,1001241.0,4.4,150.0,7.0,3012048.0,Blockbuster
Sham Ghansham,1.88,2.61,0.04,2.65,tt238591,,6.1,109.0,50.0,286284.0,Blockbuster
God And Gun,1.86,2.58,0.06,2.64,tt113185,,5.86,110.0,50.0,13000000.0,Super Hit
Bambai Ka Babu,1.84,2.56,0.07,2.63,tt172163,,7.7,150.0,50.0,6431385.0,Blockbuster
Diya Aur Toofan,1.84,2.56,0.03,2.59,tt112876,,6.8,149.0,50.0,36150000.0,Flop
Pehla Pehla Pyar,1.76,2.44,0.13,2.57,tt317985,,5.8,134.0,50.0,9000000.0,Super Hit
Nishana,1.81,2.51,0.03,2.54,tt11899856,1052314.0,3.826,145.0,50.0,600000.0,Blockbuster
Sanyasi Mera Naam,1.78,2.47,0.04,2.51,tt2008624,304631.0,4.7,160.0,50.0,16600000.0,Hit
Bade Dilwala,1.73,2.4,0.09,2.49,tt286478,,4.564,134.0,50.0,12000000.0,Super Hit
Juaari,1.75,2.43,0.03,2.46,tt395614,,6.2,170.0,50.0,3500000.0,Blockbuster
Karobaar,1.15,1.6,0.85,2.45,tt116748,,3.8,113.0,50.0,28000000.0,Flop
Jaihind,1.56,2.17,0.17,2.34,tt4087822,280884.0,5.0,154.0,1.0,22000000.0,Average
Maha Shaktishaali,1.58,2.19,0.03,2.22,tt440604,,5.617,140.0,50.0,3400000.0,Blockbuster
Chauraha,1.54,2.14,0.03,2.17,tt20673890,,7.541,126.0,18.0,12500000.0,Hit
Astitva,1.46,2.03,0.13,2.16,tt261545,,6.3,138.5,50.0,4400000.0,Blockbuster
Ashaant,1.45,2.01,0.03,2.04,tt290429,,6.2,144.0,50.0,5600000.0,Blockbuster
Salaam Venky,1.25,1.49,0.5,1.99,tt15567704,881983.0,6.5,131.0,11.0,3213790.0,Blockbuster
Dhanwaan,1.39,1.93,0.03,1.96,tt267424,,5.86,136.0,50.0,239000000.0,Disaster
Sultaan,1.38,1.92,0.04,1.96,tt462041,,6.914,124.0,50.0,9500000.0,Super Hit
Kasam,1.29,1.79,0.14,1.93,tt5255710,381418.0,7.9,154.0,130.0,3213790.0,Blockbuster
Bastar - The Naxal Story,1.3,1.55,0.24,1.79,tt28221135,1169534.0,5.2,119.0,4.0,24625.0,Blockbuster
Running Shaadi,0.98,1.36,0.2,1.56,tt6296236,442247.0,6.125,114.0,8.0,1250000.0,Blockbuster
Indoo Ki Jawani,1.06,1.26,0.26,1.52,tt11112526,693838.0,3.5,115.0,9.0,13000000.0,Average
Dil Pe Mat Le Yaar,0.97,1.35,0.13,1.48,tt255120,,6.3,143.0,50.0,7000000.0,Super Hit
Code Name: Tiranga,0.7,0.83,0.58,1.41,tt22099068,1021166.0,4.4,137.0,7.0,12312.5,Blockbuster
Irada,0.85,1.18,0.13,1.31,tt6467738,441751.0,7.0,109.0,15.0,2800000.0,Blockbuster
Raja Hindustani,43.15,1.22,0.05,1.27,tt117437,,6.167,106.0,50.0,700000.0,Blockbuster
Double XL,0.6,0.71,0.41,1.12,tt15614274,915776.0,5.4,138.0,9.0,10000000.0,Average
